nan,8.775050664264805178e-01,9.622344610542880039e-01,9.518072289156626065e-01
nan,nan,5.735912531539107961e-01,5.795454545454545858e-01
nan,nan,nan,2.444444444444444364e-01
nan,nan,nan,nan
