nan,2.934559983883423540e-01,2.581573896353167030e-01,2.452150707337369673e-01
nan,nan,1.349371751744653514e-01,1.024163197032781220e-01
nan,nan,nan,5.298813990291435100e-02
nan,nan,nan,nan
