nan,2.637622424856467251e-01,2.142511576473840607e-01,1.835078754527332545e-01,1.604834373611987719e-01,1.439191839937230266e-01,1.294362544362544498e-01,1.172193838991505144e-01,1.102452346142175355e-01,1.049775591449653850e-01,9.744279322096770224e-02,9.435593294524445562e-02,8.671730967847800231e-02,8.316276179684929659e-02
nan,nan,5.452000546224224781e-02,3.142473719525833153e-02,2.291217380390008981e-02,1.675671925943625351e-02,1.369581744829384898e-02,1.110670534465847160e-02,9.629030688760874951e-03,8.225825541484198603e-03,6.827245742991830402e-03,6.079921642470995959e-03,5.195732834431405697e-03,4.651619234543670142e-03
nan,nan,nan,1.957207997193967028e-02,7.848673066064369708e-03,4.252120691506496020e-03,2.724584480473131280e-03,1.867870349015503121e-03,1.345652755180326175e-03,1.009317620932443944e-03,7.815237741862338973e-04,6.737496050374263724e-04,5.172386003591853765e-04,4.340631125417232766e-04
nan,nan,nan,nan,9.479824987846378892e-03,2.560638985141246420e-03,1.255715757982049869e-03,6.300071929955105513e-04,3.734188491003028539e-04,2.540736762676491984e-04,1.557933818971370056e-04,1.214527532076340691e-04,8.513998154507662088e-05,6.013820381355705440e-05
nan,nan,nan,nan,nan,4.975647359753319725e-03,1.520436454699937434e-03,4.801104992779876694e-04,2.020126571964038270e-04,8.772122195662186033e-05,6.881826027438025877e-05,3.954842884878118829e-05,2.578562429433472488e-05,1.560449343707857593e-05
nan,nan,nan,nan,nan,nan,4.400859380414443023e-03,8.842188398705435378e-04,2.810783942435144973e-04,8.353570151164322808e-05,3.676500404144713354e-05,1.958057309303833576e-05,1.151407321305695845e-05,6.835876332320245548e-06
nan,nan,nan,nan,nan,nan,nan,2.911457441342695570e-03,6.293810823781164103e-04,1.690097204062805767e-04,5.093623387846614908e-05,1.798970548282166694e-05,6.721559401781213142e-06,3.487985040983427957e-06
nan,nan,nan,nan,nan,nan,nan,nan,3.390788358293303061e-03,3.725075380063115420e-04,1.163823703985320343e-04,2.640466200712397824e-05,1.123739392660998439e-05,2.746501567336894388e-06
nan,nan,nan,nan,nan,nan,nan,nan,nan,2.420797810756762647e-03,2.906300860265054729e-04,5.111336449599749535e-05,1.543279881289040802e-05,5.247345477947692057e-06
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.916388672013627677e-03,1.691485184402090173e-04,4.882203981051909278e-05,1.004102315794641037e-05
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.195305708490292714e-03,1.745845913693593867e-04,1.894388931419777795e-05
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.234032618483807495e-03,1.254166485777269727e-04
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.146943732289839321e-03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
