nan,7.393822393822393479e-01,6.877729257641921334e-01,6.487252124645892515e-01,6.160220994475138490e-01,5.475504322766570064e-01,5.882352941176470784e-01,5.439560439560439109e-01,4.020887728459530130e-01,4.503311258278145934e-01,4.555873925501432442e-01,5.178571428571429047e-01,nan,4.571428571428571286e-01
nan,nan,3.049327354260089606e-01,2.343096234309623438e-01,1.888341543513957221e-01,9.930069930069930495e-02,9.655937846836848415e-02,9.009009009009008584e-02,4.181184668989547382e-02,4.521556256572029781e-02,5.418326693227091401e-02,6.250000000000000000e-02,nan,3.736263736263736174e-02
nan,nan,nan,1.660777385159010466e-01,8.695652173913043237e-02,3.349875930521091505e-02,2.325581395348837177e-02,1.751824817518248326e-02,7.078810759792354516e-03,1.028806584362139918e-02,9.488309047780413633e-03,6.074766355140186896e-03,nan,4.395604395604395601e-03
nan,nan,nan,nan,1.016949152542372947e-01,2.681992337164751036e-02,1.028037383177570104e-02,5.714285714285714281e-03,1.529051987767584110e-03,2.908033442384587268e-03,2.455996725337699412e-03,1.295336787564766888e-03,nan,1.332001332001332000e-03
nan,nan,nan,nan,nan,4.918032786885245811e-02,1.769911504424778736e-02,8.403361344537814762e-03,3.155996393146979270e-03,2.893309222423146466e-03,1.193317422434367597e-03,3.885003885003885001e-04,nan,1.998001998001998000e-04
nan,nan,nan,nan,nan,nan,2.958579881656804578e-02,4.807692307692307959e-03,3.117692907248636059e-03,3.031834259727134943e-03,1.553398058252427293e-03,0.000000000000000000e+00,nan,0.000000000000000000e+00
nan,nan,nan,nan,nan,nan,nan,3.773584905660377214e-02,8.230452674897120041e-03,6.060606060606060601e-03,3.045994517209869119e-04,2.590002590002590181e-04,nan,0.000000000000000000e+00
nan,nan,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00,6.060606060606060601e-03,0.000000000000000000e+00,4.662004662004662001e-04,nan,0.000000000000000000e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,1.515151515151515194e-02,0.000000000000000000e+00,1.165501165501165500e-03,nan,0.000000000000000000e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,nan,0.000000000000000000e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.564102564102564014e-02,nan,0.000000000000000000e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
