{0, 1}
{2, 3}
{4, 5}
{6, 7}
{8, 9}
{10, 11}
{12, 13}
{14, 15}
{16, 17}
{18, 19}
{20, 21}
{22, 23}
{24, 25}
{26, 27}
{28, 29}
{30, 31}
{32, 33}
{34, 35}
{35, 36}
{34, 35, 36}
{37, 38}
{40, 39}
{41, 42}
{43, 44}
{45, 46}
{48, 47}
{49, 50}
{51, 52}
{29, 53}
{29, 54}
{37, 55}
{28, 54}
{56, 57}
{28, 29, 54}
{1, 58}
{59, 29}
{60, 61}
{38, 55}
{62, 63}
{64, 65}
{66, 67}
{34, 36}
{68, 69}
{37, 38, 55}
{70, 71}
{72, 29}
{73, 74}
{75, 76}
{3, 77}
{78, 79}
{80, 76}
{29, 79}
{34, 52}
{3, 79}
{27, 29}
{81, 82}
{83, 84}
{3, 78}
{85, 86}
{72, 79}
{88, 87}
{89, 90}
{72, 29, 79}
{91, 30}
{92, 84}
{92, 93}
{94, 95}
{96, 82}
{97, 82}
{98, 99}
{100, 101}
{102, 103}
{104, 105}
{106, 107}
{108, 109}
{110, 111}
{112, 113}
{114, 90}
{115, 116}
{117, 118}
{24, 53}
{120, 119}
{121, 42}
{122, 111}
{123, 36}
{122, 110, 111}
{124, 85, 47}
{124, 85}
{108, 125}
{67, 126}
{92, 127}
{91, 92}
{91, 127}
{91, 92, 127}
{72, 101}
{128, 60}
{81, 73}
{48, 129}
{130, 131}
{132, 133}
{28, 29, 79}
{134, 135}
{28, 79}
{136, 137}
{32, 77}
{10, 87}
{138, 119}
{11, 87}
{24, 139}
{140, 141}
{132, 15}
{50, 36}
{50, 36, 142}
{144, 143}
{145, 12}
{32, 3}
{36, 142}
{50, 142}
{89, 146}
{147, 148}
{149, 71}
{150, 151}
{84, 93}
{128, 76}
{152, 153}
{154, 95}
{128, 155}
{154, 156}
{138, 157}
{26, 19}
{155, 158}
{155, 76}
{154, 156, 95}
{12, 159}
{160, 23}
{157, 119}
{122, 110}
{156, 95}
{161, 154}
{162, 130}
{163, 164}
{161, 95}
{128, 155, 76}
{155, 76, 158}
{165, 15}
{85, 166}
{76, 158}
{168, 167}
{65, 169}
{75, 155}
{170, 171}
{172, 173}
{161, 154, 156}
{49, 36, 142}
{89, 54}
{174, 175}
{75, 155, 76}
{176, 177}
{178, 115}
{179, 180}
{176, 87}
{73, 159}
{157, 181}
{91, 182}
{184, 183}
{185, 59}
{186, 164}
{49, 142}
{26, 187}
{178, 116}
{177, 59}
{48, 129, 47}
{129, 47}
{46, 143}
{27, 187}
{188, 189}
{137, 190}
{192, 191}
{193, 194}
{67, 195}
{196, 197}
{198, 199}
{172, 78}
{200, 178}
{201, 190}
{123, 142}
{72, 202}
{82, 203}
{204, 205}
{206, 207}
{208, 205}
{209, 210}
{211, 206}
{139, 211}
{212, 7}
{82, 213}
{62, 214}
{213, 215}
{216, 61}
{61, 103}
{80, 217}
{62, 94}
{218, 159}
{188, 215}
{219, 220}
{26, 221}
{61, 222}
{5, 223}
{48, 5}
{224, 212, 7}
{225, 223}
{226, 139}
{82, 227, 215}
{82, 203, 220}
{82, 203, 188, 213}
{82, 203, 213, 215}
{228, 229}
{165, 230}
{165, 231}
{41, 23}
{232, 233}
{224, 212, 6}
{62, 94, 231}
{185, 94}
{234, 219, 220}
{235, 205}
{220, 229}
{236, 215}
{212, 214}
{188, 228}
{220, 219, 228}
{216, 61, 103}
{235, 213, 215}
{41, 202, 23}
{237, 103}
{224, 212}
{91, 31}
{238, 239}
{227, 135}
{208, 188}
{82, 235}
{219, 228}
{41, 202}
{240, 41}
{202, 23}
{226, 211}
{139, 6}
{240, 23}
{216, 5}
{165, 62, 231}
{241, 54}
{139, 239}
{82, 203, 220, 229}
{82, 203, 188}
{82, 236, 215}
{21, 183}
{94, 231}
{234, 220}
{242, 243}
{203, 205}
{208, 195}
{19, 244}
{188, 219, 228}
{136, 183}
{224, 6}
{6, 239}
{227, 188, 215}
{82, 203, 188, 215}
{82, 188, 213, 215}
{229, 215}
{219, 188, 227}
{62, 231}
{245, 246}
{186, 245}
{217, 139}
{212, 239}
{8, 247}
{82, 227, 188}
{82, 188, 213}
{214, 231}
{241, 183}
{137, 210}
{26, 42}
{212, 238}
{139, 206}
{225, 206}
{9, 247}
{219, 188}
{248, 249}
{186, 250}
{56, 143}
{56, 251, 144}
{251, 164}
{124, 252}
{208, 236}
{82, 203, 215}
{82, 213, 215}
{82, 219, 220}
{83, 92}
{253, 47}
{124, 254, 255}
{233, 124, 255}
{256, 210}
{257, 210}
{240, 202}
{135, 215}
{256, 247}
{217, 218}
{258, 259}
{234, 219}
{227, 215}
{216, 103}
{152, 259}
{195, 213}
{52, 260}
{251, 85}
{48, 22}
{56, 251, 260}
{56, 255}
{251, 164, 85}
{208, 215}
{212, 6}
{227, 188}
{227, 236, 215}
{261, 262}
{209, 247}
{188, 205}
{219, 220, 236}
{239, 7}
{264, 263}
{89, 61}
{186, 54}
{251, 252}
{208, 82}
{82, 236, 213, 215}
{82, 219}
{19, 27, 244}
{265, 266}
{267, 268}
{227, 205}
{243, 246}
{137, 247}
{56, 52, 260}
{208, 228}
{82, 203, 188, 236}
{233, 124}
{188, 135}
{256, 209}
{234, 219, 228}
{234, 220, 228}
{234, 229}
{227, 221}
{227, 188, 236}
{269, 262}
{188, 52}
{164, 252}
{82, 188, 236}
{19, 27}
{96, 270}
{256, 137}
{224, 30}
{265, 243}
{56, 260}
{236, 229}
{101, 103}
{262, 271}
{78, 231}
{272, 268}
{273, 269}
{273, 261}
{273, 274}
{273, 90}
{275, 276, 277}
{278, 279}
{274, 262, 279}
{277, 279}
{280, 139}
{265, 21}
{240, 202, 23}
{281, 262}
{281, 271}
{233, 220}
{282, 276}
{283, 276}
{185, 206}
{224, 94}
{211, 94}
{269, 119}
{137, 9}
{274, 268}
{185, 7}
{274, 284}
{13, 285}
{224, 101, 103}
{195, 205}
{286, 231}
{96, 175}
{251, 287}
{5, 239}
{96, 288}
{209, 137}
{267, 22}
{289, 5, 239}
{289, 239, 151}
{144, 164}
{164, 255}
{144, 52}
{290, 174}
{276, 174}
{262, 279}
{291, 292}
{292, 293}
{50, 292}
{50, 294}
{83, 295}
{129, 83}
{288, 83}
{115, 83}
{296, 297}
{296, 268}
{296, 274}
{282, 290}
{290, 284}
{290, 262}
{243, 21}
{193, 298, 270}
{80, 267, 238}
{80, 67, 238}
{80, 299}
{80, 185, 7}
{188, 236, 135}
{48, 185, 59, 7}
{185, 217}
{225, 218}
{234, 219, 227}
{251, 203}
{299, 22}
{225, 62}
{274, 262}
{300, 301}
{193, 298, 300}
{302, 303}
{251, 143}
{59, 267, 7}
{304, 305, 288}
{96, 288, 120}
{304, 305, 306}
{305, 193}
{85, 254}
{67, 212}
{52, 255}
{217, 22}
{289, 239, 5, 151}
{233, 252}
{296, 278}
{280, 89}
{296, 274, 268}
{281, 290}
{307, 276}
{275, 276}
{276, 277}
{59, 238}
{267, 22, 238}
{80, 299, 267}
{115, 308}
{185, 59, 6}
{48, 185, 6}
{219, 227}
{299, 267, 22}
{129, 300}
{129, 295}
{129, 301}
{265, 246}
{290, 261}
{309, 62}
{185, 309}
{175, 295}
{185, 59, 7}
{185, 267, 7}
{48, 185, 7}
{292, 310}
{139, 165}
{89, 139}
{305, 306}
{239, 61, 151}
{217, 267, 22}
{2, 67}
{52, 143}
{225, 231}
{288, 115}
{288, 295}
{136, 186}
{297, 274}
{193, 300}
{54, 246}
{188, 213, 215}
{220, 219, 188}
{234, 220, 188}
{255, 143}
{296, 272, 274}
{274, 311}
{144, 255}
{312, 313}
{314, 61, 222}
{177, 315}
{243, 316, 21}
{193, 298, 300, 270}
{305, 308}
{256, 257}
{266, 246}
{80, 7}
{61, 78}
{56, 52}
{239, 5, 151}
{225, 62, 231}
{290, 279}
{274, 317, 279}
{206, 286}
{301, 295}
{260, 287}
{96, 120}
{217, 212}
{296, 272}
{272, 274}
{220, 234, 219, 228}
{318, 61, 222}
{280, 165}
{316, 21}
{257, 210, 9}
{120, 308}
{9, 319}
{225, 218, 309, 231}
{211, 61, 78}
{320, 115}
{257, 137}
{48, 185, 59, 6}
{304, 305}
{288, 305}
{290, 283}
{61, 159}
{298, 300, 301}
{321, 172}
{290, 274}
{193, 295}
{136, 53}
{288, 301}
{288, 120}
{144, 164, 255}
{120, 83}
{21, 54}
{257, 210, 137}
{80, 238}
{80, 185, 6}
{80, 11}
{257, 9}
{216, 224, 103}
{216, 101}
{129, 298}
{309, 286}
{225, 309, 231}
{267, 59}
{288, 305, 120}
{255, 164, 143}
{151, 159}
{185, 62}
{193, 300, 301}
{261, 311}
{278, 311}
{273, 311}
{322, 309, 62}
{234, 228}
{323, 276}
{280, 89, 139}
{296, 276}
{9, 210}
{129, 308}
{59, 6}
{62, 6}
{277, 261}
{224, 103}
{59, 7}
{320, 295}
{320, 120}
{324, 78}
{201, 300, 301}
{115, 295}
{324, 222}
{296, 274, 311}
{274, 317, 311}
{144, 52, 255}
{220, 228}
{298, 83}
{209, 210, 137}
{304, 270}
{308, 175}
{257, 9, 247}
{304, 305, 129, 288}
{201, 129}
{129, 175}
{309, 286, 63}
{188, 236}
{236, 135}
{48, 59, 7}
{304, 320}
{314, 61, 222, 239}
{275, 262}
{185, 267}
{290, 271}
{82, 252}
{296, 311}
{82, 221}
{225, 322, 62}
{320, 83}
{218, 63}
{227, 188, 135}
{216, 101, 103}
{304, 129, 288}
{219, 213}
{309, 231}
{160, 325}
{22, 7}
{320, 298}
{296, 269}
{59, 231}
{326, 327}
{290, 274, 284}
{274, 317}
{252, 236}
{277, 174}
{225, 322, 63}
{328, 329}
{129, 270}
{284, 276}
{80, 6}
{6, 22}
{152, 258}
{234, 236}
{225, 309, 63}
{231, 309, 63}
{213, 135}
{217, 59}
{48, 185, 59}
{282, 262}
{225, 62, 63}
{8, 330}
{231, 62, 63}
{243, 54}
{251, 255}
{322, 62}
{83, 308}
{304, 305, 129}
{305, 129, 193}
{320, 129}
{243, 316}
{288, 305, 306}
